"name (S)","classification (S)","code_authority (S)","coordinates (S)","language_code (S)","location_description (S)","native_speaker_worldwide (S)","place (S)","type (S)"
"Abai Sungai","Austronesian, Malayo-Polynesian, North Borneo, Sabahan","ISO 639-3","(5.587, 118.3695)","abf","extreme northeast of Sabah, on the lower Kinabatangan River, southeast of Sandakan.","500","Sabah, Malaysia","endangered"
